5, 29.99125862121582 
10, 40.98441243171692 
15, 28.06661319732666 
20, 20.78726887702942 
25, 19.13393473625183 
30, 16.023756742477417 
35, 14.351190090179443 
40, 14.245191812515259 
45, 14.562170267105103 
50, 13.73603630065918 
55, 13.478183031082153 
60, 11.94127631187439 
65, 11.971609830856323 
70, 11.687308549880981 
75, 11.452044010162354 
80, 11.531113862991333 
85, 10.795262575149536 
90, 10.140403509140015 
95, 9.380054235458374 
100, 8.99910283088684 
105, 7.603076457977295 
110, 6.41659951210022 
115, 7.387483596801758 
120, 6.351649045944214 
125, 6.4104204177856445 
130, 6.772274017333984 
135, 4.689082145690918 
140, 7.289363384246826 
145, 7.057481288909912 
